VendorID,tpep_pickup_datetime,tpep_dropoff_datetime,passenger_count,trip_distance,RatecodeID,store_and_fwd_flag,PULocationID,DOLocationID,payment_type,fare_amount,extra,mta_tax,tip_amount,tolls_amount,improvement_surcharge,total_amount,congestion_surcharge,airport_fee
2,"2/1/2022, 1:49:59 AM","2/1/2022, 1:53:44 AM",2,0.71,1,N,68,90,1,4.5,0.5,0.5,1.66,0,0.3,9.96,2.5,0
2,"2/1/2022, 1:10:48 AM","2/1/2022, 1:39:50 AM",1,20.25,1,N,132,259,1,53,0.5,0.5,0,6.55,0.3,62.1,0,1.25
2,"2/1/2022, 1:17:10 AM","2/1/2022, 1:33:19 AM",1,8.53,1,N,138,236,1,24.5,0.5,0.5,3.48,6.55,0.3,38.33,2.5,0
2,"2/1/2022, 1:52:42 AM","2/1/2022, 2:31:34 AM",2,15.54,1,N,132,226,2,48,0.5,0.5,0,0,0.3,50.55,0,1.25
1,"2/1/2022, 1:13:53 AM","2/1/2022, 1:29:58 AM",1,4.4,1,N,138,146,1,14.5,1.75,0.5,3.4,0,0.3,20.45,0,1.25
1,"2/1/2022, 1:46:47 AM","2/1/2022, 2:08:51 AM",1,11.1,1,N,138,241,1,31,1.75,0.5,10.05,6.55,0.3,50.15,0,1.25
2,"2/1/2022, 1:30:41 AM","2/1/2022, 1:39:36 AM",1,1.92,1,N,138,7,2,9,0.5,0.5,0,0,0.3,11.55,0,1.25
2,"2/1/2022, 1:50:44 AM","2/1/2022, 2:07:35 AM",1,11.49,1,N,138,241,2,31.5,0.5,0.5,0,6.55,0.3,40.6,0,1.25
1,"2/1/2022, 1:06:26 AM","2/1/2022, 1:09:55 AM",1,0.5,1,N,17,61,1,4.5,0.5,0.5,1.15,0,0.3,6.95,0,0
2,"2/1/2022, 1:08:26 AM","2/1/2022, 1:22:38 AM",2,3.38,1,N,141,41,2,13,0.5,0.5,0,0,0.3,16.8,2.5,0
2,"2/1/2022, 1:30:04 AM","2/1/2022, 1:44:12 AM",2,4.06,1,N,237,179,2,14,0.5,0.5,0,0,0.3,17.8,2.5,0
2,"2/1/2022, 1:01:04 AM","2/1/2022, 1:14:18 AM",3,3.01,1,N,107,13,2,12,0.5,0.5,0,0,0.3,15.8,2.5,0
2,"2/1/2022, 1:39:43 AM","2/1/2022, 1:50:12 AM",3,3.16,1,N,48,236,1,11,0.5,0.5,2.96,0,0.3,17.76,2.5,0
2,"2/1/2022, 1:10:02 AM","2/1/2022, 1:42:02 AM",2,17.53,1,N,138,165,1,48.5,0.5,0.5,12.76,0,0.3,63.81,0,1.25
1,"2/1/2022, 1:17:42 AM","2/1/2022, 1:27:43 AM",1,2.2,1,N,141,107,2,9,3,0.5,0,0,0.3,12.8,2.5,0
2,"2/1/2022, 1:17:30 AM","2/1/2022, 1:39:57 AM",1,5.58,1,N,114,17,1,19.5,0.5,0.5,5,0,0.3,28.3,2.5,0
1,"2/1/2022, 1:45:06 AM","2/1/2022, 2:01:48 AM",1,8.9,1,N,138,170,1,26,4.25,0.5,6.2,0,0.3,37.25,2.5,1.25
2,"2/1/2022, 1:13:45 AM","2/1/2022, 1:18:25 AM",1,1.49,1,N,90,163,1,6,0.5,0.5,1.96,0,0.3,11.76,2.5,0
2,"2/1/2022, 1:21:58 AM","2/1/2022, 1:28:27 AM",1,1.71,1,N,230,236,1,7.5,0.5,0.5,2.26,0,0.3,13.56,2.5,0
2,"2/1/2022, 1:46:43 AM","2/1/2022, 1:51:46 AM",1,1.29,1,N,48,233,1,6,0.5,0.5,2.45,0,0.3,12.25,2.5,0
1,"2/1/2022, 1:22:26 AM","2/1/2022, 1:25:32 AM",1,0.6,1,N,161,100,2,4.5,3,0.5,0,0,0.3,8.3,2.5,0
2,"2/1/2022, 1:36:26 AM","2/1/2022, 1:58:28 AM",1,13.98,1,N,132,226,1,38.5,0.5,0.5,6.08,0,0.3,47.13,0,1.25
2,"2/1/2022, 1:49:45 AM","2/1/2022, 2:12:37 AM",1,13.61,1,N,132,149,1,37.5,0.5,0.5,8.01,0,0.3,48.06,0,1.25
1,"2/1/2022, 1:36:17 AM","2/1/2022, 1:46:45 AM",1,4.9,1,N,138,92,2,15.5,1.75,0.5,0,0,0.3,18.05,0,1.25
2,"2/1/2022, 1:16:39 AM","2/1/2022, 1:18:57 AM",1,0.54,1,N,249,231,1,4,0.5,0.5,1.95,0,0.3,9.75,2.5,0
2,"2/1/2022, 1:19:22 AM","2/1/2022, 1:48:46 AM",2,17.41,2,N,132,170,1,52,0,0.5,12.62,6.55,0.3,75.72,2.5,1.25
2,"2/1/2022, 1:02:54 AM","2/1/2022, 1:10:48 AM",1,1.9,1,N,41,168,1,8.5,0.5,0.5,1.96,0,0.3,11.76,0,0
1,"2/1/2022, 1:26:02 AM","2/1/2022, 1:29:44 AM",1,0.6,1,N,234,90,2,4.5,3,0.5,0,0,0.3,8.3,2.5,0
2,"2/1/2022, 1:08:40 AM","2/1/2022, 1:22:46 AM",1,3.55,1,N,79,141,1,13,0.5,0.5,3.36,0,0.3,20.16,2.5,0
2,"2/1/2022, 1:15:46 AM","2/1/2022, 1:31:51 AM",1,9.86,1,N,132,39,1,27.5,0.5,0.5,5.76,0,0.3,35.81,0,1.25
2,"2/1/2022, 1:19:00 AM","2/1/2022, 1:40:05 AM",1,10.15,1,N,138,107,1,29,0.5,0.5,4,6.55,0.3,44.6,2.5,1.25
2,"2/1/2022, 1:53:25 AM","2/1/2022, 1:59:00 AM",1,1.59,1,N,229,237,1,7,0.5,0.5,3.24,0,0.3,14.04,2.5,0
2,"2/1/2022, 1:04:54 AM","2/1/2022, 1:38:27 AM",1,18.84,2,N,132,50,1,52,0,0.5,11.36,6.55,0.3,74.46,2.5,1.25
1,"2/1/2022, 1:43:05 AM","2/1/2022, 1:55:03 AM",1,5.2,1,N,132,203,2,17,1.75,0.5,0,0,0.3,19.55,0,1.25
2,"2/1/2022, 1:06:57 AM","2/1/2022, 1:32:35 AM",1,17.42,2,N,132,224,1,52,0,0.5,12.37,6.55,0.3,75.47,2.5,1.25
2,"2/1/2022, 1:54:48 AM","2/1/2022, 2:04:56 AM",1,1.68,1,N,114,4,2,9,0.5,0.5,0,0,0.3,12.8,2.5,0
1,"2/1/2022, 1:29:53 AM","2/1/2022, 2:10:11 AM",2,8.1,5,N,114,265,1,45,0,0,11.4,11.75,0.3,68.45,0,0
2,"2/1/2022, 12:56:17 AM","2/1/2022, 1:09:08 AM",1,3.55,1,N,79,50,1,13,0.5,0.5,3.36,0,0.3,20.16,2.5,0
2,"2/1/2022, 1:53:20 AM","2/1/2022, 2:37:15 AM",1,10.01,1,N,68,243,1,35.5,0.5,0.5,0,0,0.3,39.3,2.5,0
2,"2/1/2022, 1:29:59 AM","2/1/2022, 1:56:30 AM",1,17.73,2,N,132,140,1,52,0,0.5,10,0,0.3,66.55,2.5,1.25
2,"2/1/2022, 1:45:22 AM","2/1/2022, 2:06:27 AM",1,4.46,1,N,114,170,1,17.5,0.5,0.5,5.32,0,0.3,26.62,2.5,0
2,"2/1/2022, 1:03:38 AM","2/1/2022, 1:12:15 AM",1,1.07,1,N,186,246,1,7.5,0.5,0.5,2.26,0,0.3,13.56,2.5,0
2,"2/1/2022, 1:15:42 AM","2/1/2022, 1:23:06 AM",1,1.38,1,N,246,164,2,7,0.5,0.5,0,0,0.3,10.8,2.5,0
2,"2/1/2022, 1:25:55 AM","2/1/2022, 1:32:26 AM",1,1.39,1,N,107,158,1,6.5,0.5,0.5,1,0,0.3,11.3,2.5,0
2,"2/1/2022, 1:35:58 AM","2/1/2022, 1:49:10 AM",1,3.9,1,N,90,237,2,13.5,0.5,0.5,0,0,0.3,17.3,2.5,0
2,"2/1/2022, 1:49:57 AM","2/1/2022, 1:52:43 AM",1,0.75,1,N,237,263,1,4.5,0.5,0.5,2.08,0,0.3,10.38,2.5,0
2,"2/1/2022, 1:20:11 AM","2/1/2022, 1:27:01 AM",1,0.78,1,N,79,148,1,6,0.5,0.5,2.45,0,0.3,12.25,2.5,0
2,"2/1/2022, 1:04:57 AM","2/1/2022, 1:09:10 AM",1,1.27,1,N,239,151,2,6,0.5,0.5,0,0,0.3,9.8,2.5,0
2,"2/1/2022, 1:03:12 AM","2/1/2022, 1:05:26 AM",1,0.57,1,N,141,140,4,-4,-0.5,-0.5,0,0,-0.3,-7.8,-2.5,0
2,"2/1/2022, 1:03:12 AM","2/1/2022, 1:05:26 AM",1,0.57,1,N,141,140,2,4,0.5,0.5,0,0,0.3,7.8,2.5,0
2,"2/1/2022, 1:13:14 AM","2/1/2022, 1:17:02 AM",1,1.17,1,N,141,229,1,5.5,0.5,0.5,1.86,0,0.3,11.16,2.5,0
2,"2/1/2022, 1:27:51 AM","2/1/2022, 1:35:33 AM",1,1.41,1,N,161,137,1,7.5,0.5,0.5,1,0,0.3,12.3,2.5,0
2,"2/1/2022, 1:10:56 AM","2/1/2022, 1:28:53 AM",1,8.88,1,N,233,244,1,26.5,0.5,0.5,3,0,0.3,33.3,2.5,0
2,"2/1/2022, 1:45:46 AM","2/1/2022, 1:51:48 AM",1,1.55,1,N,263,75,1,7,0.5,0.5,2.5,0,0.3,13.3,2.5,0
1,"2/1/2022, 1:01:12 AM","2/1/2022, 1:09:04 AM",1,1.6,1,N,238,41,1,8,3,0.5,1,0,0.3,12.8,2.5,0
1,"2/1/2022, 1:12:29 AM","2/1/2022, 1:15:28 AM",1,0.7,1,N,75,74,2,4.5,0.5,0.5,0,0,0.3,5.8,0,0
2,"2/1/2022, 1:06:18 AM","2/1/2022, 1:39:10 AM",1,18.43,2,N,132,163,1,52,0,0.5,12.62,6.55,0.3,75.72,2.5,1.25
2,"2/1/2022, 1:09:44 AM","2/1/2022, 1:16:35 AM",1,1.1,1,N,48,162,2,6.5,0.5,0.5,0,0,0.3,10.3,2.5,0
2,"2/1/2022, 1:40:48 AM","2/1/2022, 1:44:30 AM",1,0.71,1,N,42,42,2,4.5,0.5,0.5,0,0,0.3,5.8,0,0
2,"2/1/2022, 1:47:43 AM","2/1/2022, 1:55:03 AM",1,1.27,1,N,137,186,2,7,0.5,0.5,0,0,0.3,10.8,2.5,0
2,"2/1/2022, 1:04:54 AM","2/1/2022, 1:16:42 AM",1,3.19,1,N,246,166,1,11,0.5,0.5,4.44,0,0.3,19.24,2.5,0
2,"2/1/2022, 1:09:30 AM","2/1/2022, 1:24:22 AM",2,3.8,1,N,41,140,1,14,0.5,0.5,5.34,0,0.3,23.14,2.5,0
2,"2/1/2022, 1:31:57 AM","2/1/2022, 1:40:39 AM",2,3.5,1,N,141,79,1,11,0.5,0.5,4.44,0,0.3,19.24,2.5,0
2,"2/1/2022, 1:29:35 AM","2/1/2022, 1:59:25 AM",6,18.04,2,N,132,186,1,52,0,0.5,15.78,6.55,0.3,78.88,2.5,1.25
2,"2/1/2022, 1:24:28 AM","2/1/2022, 1:26:50 AM",1,0.87,1,N,90,249,1,4.5,0.5,0.5,1.66,0,0.3,9.96,2.5,0
2,"2/1/2022, 1:29:05 AM","2/1/2022, 1:46:37 AM",1,4.16,1,N,249,237,1,15.5,0.5,0.5,1.93,0,0.3,21.23,2.5,0
2,"2/1/2022, 1:13:12 AM","2/1/2022, 1:43:30 AM",1,10.9,1,N,114,22,1,33,0.5,0.5,11.04,0,0.3,47.84,2.5,0
2,"2/1/2022, 1:37:12 AM","2/1/2022, 1:38:31 AM",1,0.66,1,N,237,237,2,4,0.5,0.5,0,0,0.3,7.8,2.5,0
2,"2/1/2022, 1:39:01 AM","2/1/2022, 1:54:44 AM",1,3.24,1,N,237,238,2,13.5,0.5,0.5,0,0,0.3,17.3,2.5,0
1,"2/1/2022, 1:29:55 AM","2/1/2022, 1:36:11 AM",2,0.7,1,N,211,231,1,6,3,0.5,1.95,0,0.3,11.75,2.5,0
2,"2/1/2022, 1:07:47 AM","2/1/2022, 1:09:42 AM",1,0.77,1,N,186,90,1,4,0.5,0.5,2.34,0,0.3,10.14,2.5,0
2,"2/1/2022, 1:22:36 AM","2/1/2022, 1:26:19 AM",1,0.91,1,N,234,246,1,5,0.5,0.5,1.2,0,0.3,10,2.5,0
2,"2/1/2022, 1:30:08 AM","2/1/2022, 1:30:17 AM",1,0.01,1,N,90,264,3,-2.5,-0.5,-0.5,0,0,-0.3,-3.8,0,0
2,"2/1/2022, 1:30:08 AM","2/1/2022, 1:30:17 AM",1,0.01,1,N,90,264,2,2.5,0.5,0.5,0,0,0.3,3.8,0,0
2,"2/1/2022, 1:57:42 AM","2/1/2022, 2:13:59 AM",1,5.85,1,N,249,75,1,18,0.5,0.5,4.36,0,0.3,26.16,2.5,0
2,"2/1/2022, 1:05:36 AM","2/1/2022, 1:29:55 AM",1,14.17,1,N,70,249,1,40,0.5,0.5,7.55,6.55,0.3,57.9,2.5,0
2,"2/1/2022, 1:25:33 AM","2/1/2022, 1:44:36 AM",4,5.32,1,N,161,256,1,18.5,0.5,0.5,2,0,0.3,24.3,2.5,0
2,"2/1/2022, 1:55:41 AM","2/1/2022, 2:13:09 AM",1,5.59,1,N,239,231,1,18.5,0.5,0.5,4.46,0,0.3,26.76,2.5,0
1,"2/1/2022, 1:04:56 AM","2/1/2022, 1:11:32 AM",1,1.1,1,Y,148,79,1,6.5,3,0.5,2.05,0,0.3,12.35,2.5,0
1,"2/1/2022, 1:35:03 AM","2/1/2022, 2:00:40 AM",2,17.7,1,N,132,49,1,47.5,1.75,0.5,12.5,0,0.3,62.55,0,1.25
1,"2/1/2022, 1:40:49 AM","2/1/2022, 2:13:08 AM",1,18.6,2,N,132,234,1,52,3.75,0.5,18.9,6.55,0.3,82,2.5,1.25
2,"2/1/2022, 1:20:54 AM","2/1/2022, 1:25:53 AM",1,0.83,1,N,162,48,1,5.5,0.5,0.5,0.93,0,0.3,10.23,2.5,0
2,"2/1/2022, 1:28:48 AM","2/1/2022, 1:36:04 AM",1,1.94,1,N,68,143,1,8,0.5,0.5,2.36,0,0.3,14.16,2.5,0
2,"2/1/2022, 1:40:22 AM","2/1/2022, 1:43:46 AM",1,0.64,1,N,50,48,1,4.5,0.5,0.5,0.83,0,0.3,9.13,2.5,0
2,"2/1/2022, 1:56:10 AM","2/1/2022, 1:59:55 AM",1,1.04,1,N,90,158,1,5,0.5,0.5,1.76,0,0.3,10.56,2.5,0
2,"2/1/2022, 1:09:12 AM","2/1/2022, 1:29:24 AM",1,9.35,1,N,264,48,1,27.5,0.5,0.5,7.57,6.55,0.3,45.42,2.5,0
1,"2/1/2022, 1:05:17 AM","2/1/2022, 1:05:19 AM",0,0,1,N,112,112,3,2.5,0.5,0.5,0,0,0.3,3.8,0,0
1,"2/1/2022, 1:34:40 AM","2/1/2022, 1:52:43 AM",0,4.6,1,N,48,179,3,16.5,3,0.5,0,0,0.3,20.3,2.5,0
2,"2/1/2022, 1:01:00 AM","2/1/2022, 1:04:37 AM",1,0.72,1,N,230,48,1,4.5,0.5,0.5,1.66,0,0.3,9.96,2.5,0
1,"2/1/2022, 1:01:38 AM","2/1/2022, 1:11:12 AM",1,1.8,1,N,161,140,1,9,3,0.5,2,0,0.3,14.8,2.5,0
1,"2/1/2022, 1:15:32 AM","2/1/2022, 1:20:38 AM",1,1,1,N,140,229,1,6,3,0.5,1.5,0,0.3,11.3,2.5,0
1,"2/1/2022, 1:28:51 AM","2/1/2022, 1:38:24 AM",1,5.5,1,N,140,87,1,16.5,3,0.5,4.05,0,0.3,24.35,2.5,0
1,"2/1/2022, 1:51:07 AM","2/1/2022, 2:01:39 AM",2,1.4,1,N,148,4,4,8.5,3,0.5,0,0,0.3,12.3,2.5,0
2,"2/1/2022, 1:41:27 AM","2/1/2022, 1:58:07 AM",1,5.41,1,N,68,25,1,17.5,0.5,0.5,4.26,0,0.3,25.56,2.5,0
2,"2/1/2022, 1:44:04 AM","2/1/2022, 2:16:02 AM",2,17.41,2,N,132,161,1,52,0,0.5,12.37,6.55,0.3,75.47,2.5,1.25
2,"2/1/2022, 1:25:15 AM","2/1/2022, 1:46:14 AM",1,5.65,1,N,249,17,1,19.5,0.5,0.5,6.99,0,0.3,30.29,2.5,0
2,"2/1/2022, 1:36:55 AM","2/1/2022, 1:41:03 AM",1,0.74,1,N,41,24,2,5,0.5,0.5,0,0,0.3,6.3,0,0
2,"2/1/2022, 12:56:53 AM","2/1/2022, 1:08:53 AM",1,3.47,1,N,107,236,1,12,0.5,0.5,4.74,0,0.3,20.54,2.5,0
2,"2/1/2022, 1:04:10 AM","2/1/2022, 1:21:20 AM",2,2.95,1,N,249,237,1,14,0.5,0.5,3.56,0,0.3,21.36,2.5,0
2,"2/1/2022, 1:35:32 AM","2/1/2022, 1:38:02 AM",1,0.7,1,N,48,143,1,4,0.5,0.5,0.78,0,0.3,8.58,2.5,0
2,"2/1/2022, 1:47:58 AM","2/1/2022, 1:50:55 AM",1,0.8,1,N,48,163,1,4.5,0.5,0.5,1.24,0,0.3,9.54,2.5,0
2,"2/1/2022, 1:01:29 AM","2/1/2022, 1:26:15 AM",3,7.77,1,N,138,130,2,26,0.5,0.5,0,0,0.3,28.55,0,1.25
2,"2/1/2022, 1:36:37 AM","2/1/2022, 1:57:01 AM",1,14.59,1,N,132,129,2,39.5,0.5,0.5,0,0,0.3,42.05,0,1.25
2,"2/1/2022, 12:51:58 AM","2/1/2022, 1:33:23 AM",5,5.95,1,N,141,163,2,27.5,0.5,0.5,0,0,0.3,31.3,2.5,0
2,"2/1/2022, 1:08:26 AM","2/1/2022, 1:31:27 AM",2,14.13,1,N,132,129,1,39,0.5,0.5,8.31,0,0.3,49.86,0,1.25
2,"2/1/2022, 1:26:40 AM","2/1/2022, 1:33:18 AM",1,1.18,1,N,100,137,2,7,0.5,0.5,0,0,0.3,10.8,2.5,0
2,"2/1/2022, 1:55:21 AM","2/1/2022, 2:01:53 AM",1,2.58,1,N,125,170,2,9,0.5,0.5,0,0,0.3,12.8,2.5,0
2,"2/1/2022, 1:04:51 AM","2/1/2022, 1:15:59 AM",1,2.26,1,N,186,79,1,10,0.5,0.5,2.76,0,0.3,16.56,2.5,0
2,"2/1/2022, 1:33:01 AM","2/1/2022, 1:47:17 AM",1,1.49,1,N,161,68,1,11,0.5,0.5,2.96,0,0.3,17.76,2.5,0
2,"2/1/2022, 1:58:58 AM","2/1/2022, 2:06:36 AM",1,1.93,1,N,238,143,1,8,0.5,0.5,1,0,0.3,12.8,2.5,0
2,"2/1/2022, 1:25:29 AM","2/1/2022, 1:26:07 AM",1,0.16,1,N,186,186,3,-2.5,-0.5,-0.5,0,0,-0.3,-6.3,-2.5,0
2,"2/1/2022, 1:25:29 AM","2/1/2022, 1:26:07 AM",1,0.16,1,N,186,186,2,2.5,0.5,0.5,0,0,0.3,6.3,2.5,0
2,"2/1/2022, 1:21:26 AM","2/1/2022, 1:41:21 AM",1,14.74,1,N,132,179,1,39.5,0.5,0.5,10.2,0,0.3,52.25,0,1.25
2,"2/1/2022, 1:03:20 AM","2/1/2022, 1:18:01 AM",1,2.02,1,N,260,129,2,11,0.5,0.5,0,0,0.3,12.3,0,0
2,"2/1/2022, 1:26:27 AM","2/1/2022, 1:37:37 AM",1,1.58,1,N,129,129,2,8,0.5,0.5,0,0,0.3,9.3,0,0
2,"2/1/2022, 1:53:35 AM","2/1/2022, 2:17:38 AM",1,14.87,1,N,132,260,1,41,0.5,0.5,8.71,0,0.3,52.26,0,1.25
2,"2/1/2022, 1:03:45 AM","2/1/2022, 1:08:35 AM",1,1.18,1,N,230,143,1,6,0.5,0.5,1,0,0.3,10.8,2.5,0
2,"2/1/2022, 1:18:27 AM","2/1/2022, 1:30:02 AM",1,6.6,1,N,48,116,1,19.5,0.5,0.5,4.66,0,0.3,27.96,2.5,0
2,"2/1/2022, 1:53:58 AM","2/1/2022, 2:03:43 AM",1,1.98,1,N,230,142,1,9,0.5,0.5,2.56,0,0.3,15.36,2.5,0
2,"2/1/2022, 1:30:11 AM","2/1/2022, 1:49:03 AM",1,9.05,1,N,132,98,1,26.5,0.5,0.5,0,0,0.3,29.05,0,1.25
2,"2/1/2022, 1:18:51 AM","2/1/2022, 1:30:25 AM",1,4.23,1,N,186,261,1,13.5,0.5,0.5,3.46,0,0.3,20.76,2.5,0
2,"2/1/2022, 1:02:09 AM","2/1/2022, 1:07:16 AM",1,1.41,1,N,141,262,1,6.5,0.5,0.5,1,0,0.3,11.3,2.5,0
1,"2/1/2022, 1:21:37 AM","2/1/2022, 1:26:30 AM",1,1.8,1,N,237,75,1,7,3,0.5,2.15,0,0.3,12.95,2.5,0
2,"2/1/2022, 1:03:43 AM","2/1/2022, 1:17:51 AM",1,5.59,1,N,234,263,1,18,0.5,0.5,1,0,0.3,22.8,2.5,0
2,"2/1/2022, 1:21:52 AM","2/1/2022, 1:40:40 AM",1,5.25,1,N,141,223,1,18.5,0.5,0.5,4.46,0,0.3,26.76,2.5,0
1,"2/1/2022, 1:05:07 AM","2/1/2022, 1:12:32 AM",1,2.2,1,N,48,90,2,8.5,3,0.5,0,0,0.3,12.3,2.5,0
1,"2/1/2022, 1:42:55 AM","2/1/2022, 2:04:45 AM",2,8.5,1,N,249,116,1,26,3,0.5,3.5,0,0.3,33.3,2.5,0
2,"2/1/2022, 1:05:59 AM","2/1/2022, 1:10:07 AM",2,1.08,1,N,161,164,1,5.5,0.5,0.5,1.86,0,0.3,11.16,2.5,0
2,"2/1/2022, 1:11:00 AM","2/1/2022, 1:18:41 AM",1,1.84,1,N,162,50,1,7.5,0.5,0.5,3.39,0,0.3,14.69,2.5,0
2,"2/1/2022, 1:22:47 AM","2/1/2022, 1:41:00 AM",1,13.85,1,N,74,216,2,37,0.5,0.5,0,6.55,0.3,44.85,0,0
2,"2/1/2022, 1:00:47 AM","2/1/2022, 1:09:09 AM",4,2.24,1,N,113,230,1,9,0.5,0.5,2.56,0,0.3,15.36,2.5,0
2,"2/1/2022, 1:52:57 AM","2/1/2022, 2:14:24 AM",3,6.33,1,N,79,37,1,21,0.5,0.5,4.96,0,0.3,29.76,2.5,0
2,"2/1/2022, 1:07:21 AM","2/1/2022, 1:16:07 AM",1,1.76,1,N,40,181,1,8.5,0.5,0.5,2.94,0,0.3,12.74,0,0
2,"2/1/2022, 1:45:00 AM","2/1/2022, 1:51:25 AM",1,2.4,1,N,238,48,2,8.5,0.5,0.5,0,0,0.3,12.3,2.5,0
2,"2/1/2022, 1:14:43 AM","2/1/2022, 1:28:00 AM",1,2.68,1,N,68,229,1,11.5,0.5,0.5,3.06,0,0.3,18.36,2.5,0
2,"2/1/2022, 12:57:28 AM","2/1/2022, 1:01:45 AM",5,0.76,1,N,238,239,1,5,0.5,0.5,1.32,0,0.3,10.12,2.5,0
2,"2/1/2022, 1:07:36 AM","2/1/2022, 1:17:51 AM",5,3.58,1,N,48,24,1,13,0.5,0.5,5.04,0,0.3,21.84,2.5,0
2,"2/1/2022, 1:31:25 AM","2/1/2022, 1:49:24 AM",1,8.85,1,N,158,116,1,26,0.5,0.5,0,0,0.3,29.8,2.5,0
2,"2/1/2022, 1:54:19 AM","2/1/2022, 1:54:42 AM",1,0,5,N,116,116,1,7,0,0,7,0,0.3,14.3,0,0
1,"2/1/2022, 1:20:37 AM","2/1/2022, 1:33:24 AM",1,4.4,1,N,239,114,1,14.5,3,0.5,3.65,0,0.3,21.95,2.5,0
2,"2/1/2022, 1:04:24 AM","2/1/2022, 1:12:29 AM",1,1.73,1,N,162,236,1,8,0.5,0.5,1.15,0,0.3,12.95,2.5,0
2,"2/1/2022, 1:15:37 AM","2/1/2022, 1:22:40 AM",1,1.04,1,N,236,262,1,6.5,0.5,0.5,2.06,0,0.3,12.36,2.5,0
2,"2/1/2022, 1:48:20 AM","2/1/2022, 1:50:52 AM",2,0.81,1,N,236,236,2,4.5,0.5,0.5,0,0,0.3,8.3,2.5,0
2,"2/1/2022, 1:52:17 AM","2/1/2022, 2:06:15 AM",1,3.11,1,N,79,48,1,12.5,0.5,0.5,4.08,0,0.3,20.38,2.5,0
2,"2/1/2022, 1:09:33 AM","2/1/2022, 1:19:41 AM",1,2.6,1,N,263,42,2,10,0.5,0.5,0,0,0.3,13.8,2.5,0
2,"2/1/2022, 1:11:30 AM","2/1/2022, 1:13:40 AM",1,0.31,1,N,50,48,2,3,0.5,0.5,0,0,0.3,6.8,2.5,0
1,"2/1/2022, 1:14:38 AM","2/1/2022, 1:17:48 AM",1,0.8,1,N,186,48,2,4.5,3,0.5,0,0,0.3,8.3,2.5,0
1,"2/1/2022, 1:52:48 AM","2/1/2022, 2:37:56 AM",1,23.6,1,N,132,48,1,66,4.25,0.5,5,6.55,0.3,82.6,2.5,1.25
2,"2/1/2022, 1:02:06 AM","2/1/2022, 1:47:04 AM",1,8.36,1,N,249,188,1,33,0.5,0.5,7.36,0,0.3,44.16,2.5,0
2,"2/1/2022, 1:00:18 AM","2/1/2022, 1:06:05 AM",1,1.22,1,N,90,114,2,6,0.5,0.5,0,0,0.3,9.8,2.5,0
2,"2/1/2022, 1:01:16 AM","2/1/2022, 1:28:45 AM",1,6.45,1,N,170,225,2,23.5,0.5,0.5,0,0,0.3,27.3,2.5,0
2,"2/1/2022, 1:09:34 AM","2/1/2022, 1:27:34 AM",1,4.03,1,N,186,236,1,15.5,0.5,0.5,5.79,0,0.3,25.09,2.5,0
2,"2/1/2022, 1:33:20 AM","2/1/2022, 1:45:43 AM",1,2.39,1,N,263,238,1,11,0.5,0.5,2.96,0,0.3,17.76,2.5,0
2,"2/1/2022, 1:10:18 AM","2/1/2022, 1:22:47 AM",1,4.44,1,N,79,142,1,14,0.5,0.5,3.56,0,0.3,21.36,2.5,0
2,"2/1/2022, 1:54:58 AM","2/1/2022, 2:00:14 AM",1,1.87,1,N,48,68,1,7,0.5,0.5,1,0,0.3,11.8,2.5,0
2,"2/1/2022, 1:13:20 AM","2/1/2022, 1:26:07 AM",1,3.1,1,N,170,239,1,12,0.5,0.5,3.16,0,0.3,18.96,2.5,0
2,"2/1/2022, 1:16:51 AM","2/1/2022, 1:26:26 AM",1,1.84,1,N,43,42,2,9,0.5,0.5,0,0,0.3,10.3,0,0
2,"2/1/2022, 1:49:09 AM","2/1/2022, 2:36:46 AM",3,10.1,1,N,161,102,1,37,0.5,0.5,15,0,0.3,55.8,2.5,0
2,"2/1/2022, 1:06:39 AM","2/1/2022, 1:37:02 AM",2,19.2,2,N,132,263,1,52,0,0.5,12.62,6.55,0.3,75.72,2.5,1.25
2,"2/1/2022, 1:42:25 AM","2/1/2022, 1:45:00 AM",2,0.42,1,N,263,236,1,4,0.5,0.5,1.56,0,0.3,9.36,2.5,0
1,"2/1/2022, 1:19:13 AM","2/1/2022, 1:44:56 AM",2,13.1,1,N,138,61,1,38.5,1.75,0.5,8,0,0.3,49.05,0,1.25
1,"2/1/2022, 1:53:05 AM","2/1/2022, 2:06:57 AM",1,3.9,1,N,181,228,2,14.5,0.5,0.5,0,0,0.3,15.8,0,0
2,"2/1/2022, 1:23:08 AM","2/1/2022, 1:28:11 AM",5,1.7,1,N,114,107,1,7,0.5,0.5,2.7,0,0.3,13.5,2.5,0
2,"2/1/2022, 1:58:06 AM","2/1/2022, 2:23:42 AM",5,13.42,1,N,48,130,1,37.5,0.5,0.5,9.57,6.55,0.3,57.42,2.5,0
2,"2/1/2022, 1:50:09 AM","2/1/2022, 1:53:48 AM",1,0.6,1,N,264,264,1,4.5,0.5,0.5,1.66,0,0.3,9.96,2.5,0
2,"2/1/2022, 1:23:50 AM","2/1/2022, 1:33:11 AM",1,3.35,1,N,90,43,1,11.5,0.5,0.5,3.06,0,0.3,18.36,2.5,0
2,"2/1/2022, 1:37:06 AM","2/1/2022, 1:49:42 AM",1,3,1,N,239,116,2,11.5,0.5,0.5,0,0,0.3,15.3,2.5,0
